apartmentid,floorplannumber,description,bed,bath,area
18736,3,2BD/2BR-2,2,2,1233
18736,4,study,2,2,1348
18736,5,3BD/2BR-3,3,2,1392
18736,6,study,3,2,1503
18738,1,1B,1,1,580
18738,2,2A,2,1,900
18738,3,3A,3,2,1100
18738,4,2B,2,1,860
18738,5,2C,2,2,900
18738,6,1A,1,1,600
18741,1,Regency,1,1,803
18741,2,Biltmore,2,2,1151
18741,3,Coronado,2,2,1163
18752,1,1BD/1BR-1,1,1,686
18752,5,2BD/2BR-2,2,2,910
18752,6,3BD/2BR-3,3,2,1126
18764,1,1BD/1BR-1,0,1,413
18764,2,,1,1,483
18778,1,1BD/1BR-1,1,1,750
18778,2,2BD/2BR-2,2,2,900
18778,3,3BD/2BR-3,3,2,1128
18778,4,3BD/3BR-3,3,3,1200
18859,1,1BD/1BR-1,1,1,815
18859,2,2BD/2BR-2,2,2,1015
18865,12,TH Alderwood,2,2,1106
18865,13,TH Collingwood,3,2.5,1290
18865,14,TH Brierwood,3,2.5,1290
18865,15,TH Deerwood,3,2.5,1260
18865,16,TH Everwood,4,3,1398
18881,1,Andorra,1,1,759
18881,2,Sevilla,2,2,1006
18881,3,Madrid,3,3,1528
18881,4,Barcelona,2,2,1006
18941,1,Pearl,1,1,742
18941,2,Ruby,2,1,1014
18941,3,Diamond,2,2,1075
18942,1,Embassy - Martin,1,1,675
18942,4,Embassy - Presley A,2,2,1200
18942,5,Embassy - Jones,3,2,1300
18942,7,Embassy - Presley,2,2,1200
18988,1,3BD/2BR-3,3,2,1000
19108,1,The Leaf,1,1,676
19108,2,Foliage,2,1,897
19108,3,Forest,2,2,932
19108,4,Branches,3,2,1040
19109,1,Twilight,1,1,637
19109,2,Sundown,2,1,862
19109,3,Night Fall,2,1,913
19109,4,Sunset,2,2,970
19154,1,1BD/1BR-1,1,1,720
19154,2,2x1.5,2,1.5,980
19154,3,3BD/2BR-3,3,2,1200
19154,4,3BD/2BR-3,3,2,1280
19171,1,Small,1,1,501
19171,2,Large,1,1,750
19171,3,2BD/1.5BR-2,2,1.5,1150
19171,4,2BD/2BR-2,2,2,1200
19175,1,Crescent- Garden Unit,1,1,750
19175,2,Venice/ Loft Unit,2,1,1000
19175,3,Newport/ Loft Unit,2,2,1000
19175,4,Del Mar/ Garden Unit,2,2,1050
19245,1,The Fern,1,1,700
19245,2,The Douglas,2,1,1000
19245,3,The Maple,2,2,1100
19245,4,The Salal,2,2,1100
19299,1,The Azalea,1,1,615
19299,2,The Lotus,1,1,770
19299,3,The Magnolia,2,1,916
19299,4,The Dahlia,2,2,1075
19357,1,1BD/1BR-1,1,1,748
19357,2,2BD/2BR-2,2,2,1130
19357,3,3BD/2BR,3,2,1126
19369,1,1 bedroom 1 bath 707 - 767sqft,1,1,767
19369,2,1BD/1BR-1,1,1,850
19369,3,2 bedroom 1 bath,2,1,1000
19369,4,3 bedroom 2 bath,3,2,1444
19369,5,1 bedroom 1 bath 707 - 767sqft,1,1,707
19396,8,Harper,1,1,675
19396,9,Chelsea,1,1,610
19396,10,Hattan,2,1,721
19396,11,Hazel,2,1,758
19396,12,Mathison,2,1,792
19396,13,Moshier,3,1,858
19396,14,C2,3,1,1800
19486,1,0BD/1BR-E,0,1,442
19486,2,1BD/1BR-1,1,1,591
19486,3,2BD/1BR-2,2,1,813
19517,1,Avalon-661,1,1,661
19517,2,Balboa,2,2,918
19517,3,Catalina,3,2,1109
19530,1,A1,1,1,850
19530,2,B1,2,2,1000
19535,1,cranbrook,1,1,550
19535,2,oxford,2,1,750
19535,3,cambridge,2,1,850
19535,4,edinboro,0,1,325
19535,5,canterbury,0,1,350
19538,1,~,1,1,553
19538,2,Study,1,1,650
19538,3,~,2,1,800
19538,4,Study,2,1,850
19540,1,1BD/1BR-1,1,1,715
19540,2,2BD/1BR-2,2,1,899
19540,3,2BD/2BR-2,2,2,960
19540,4,3BD/2BR-3,3,2,1300
19558,1,Elm,0,1,600
19558,2,Villa I,1,1,1000
19558,3,Magnolia,1,1,1050
19558,4,Juniper,1,1,1100
19558,5,Ash,1,1,1150
19558,7,The Birch,2,1,1200
19558,8,The Haven,2,2,1250
19558,9,The Willow,3,2,1300
19558,11,The Sycamore,3,2,1350
19558,14,The Cypress,3,3,1400
19558,15,Estate,4,3,1600
19558,16,The Palmetto,3,2,1350
19558,17,The Aspen,2,2,1350
19558,18,The Hazel,2,1,1150
19565,1,Hudson South 0x1,0,1,486
19565,2,0BD/1BR-E,0,1,433
19565,3,Hudson South 1x1f,1,1,688
19565,5,Hudson South 2x1f,2,1,888
19565,6,Hudson South 2x1c,2,1,865
19565,7,Hudson South 2x1b,2,1,852
19565,8,Hudson South 2x1e,2,1,844
19565,9,Hudson South 2x1a,2,1,921
19565,11,Hudson South 1x1d,1,1,568
19565,12,1BD/1BR-1,1,1,600
19565,13,Hudson South 1x1b,1,1,662
19565,14,Hudson South 1x1c,1,1,689
19565,15,Hudson South 1x1e,1,1,723
19565,16,Hudson South 1x1a,1,1,760
19565,17,Hudson South 2x1d,2,1,921
19565,18,Hudson North 3x2,3,2,1060
19565,19,Hudson North 1x1,1,1,750
19565,20,Hudson North 1x1b,1,1,850
19565,21,Hudson North 2x1a,1,1,1000
19565,22,Hudson North 2x1b,2,1,1100
19565,23,Hudson North 2x1a,2,1,1000
19582,1,A,1,1,700
19582,2,B,2,2,955
19582,3,C,3,2,1129
19610,1,Spinnaker 730-760,1,1,730
19610,2,Clipper,2,2,960
19610,3,Catamaran,2,2,1000
19610,4,Trimarin,3,2,1200
19650,2,Northpoint I,1,1,590
19650,3,Northpoint I-Balcony,1,1,860
19650,4,Sandstone I,1,1,832
19650,5,Colonial I,1,1,840
19650,6,Colonial I-Ext,1,1,990
19650,7,Northpoint II-Split,2,2,1020
19650,8,Northpoint II-SBS,2,2,924
19650,9,Sandstone II-SBS,2,2,1180
19650,10,Colonial II,2,1.5,1094
19650,11,Sandstone II-Split,2,2,1125
19650,12,Sandstone III,3,2,1466
19712,1,1 Bedroom,1,1,725
19712,2,2 Bedroom,2,1.5,874
19713,1,Stanley,0,1,370
19713,2,Whitaker,1,1,650
19713,3,Teague,2,1,800
19713,4,Wrigley,1,1,370
19713,5,Callahan,1,1,670
19715,1,1BD/1BR-1,1,1,674
19715,2,2BD/1BR-2,2,1,871
19715,3,2BD/2BR-2,2,2,924
19727,1,Sterling,1,1,518
19727,2,Wellington,1,1,623
19727,3,Picadilly,1,1,687
19727,4,Buckingham,2,2,925
19727,5,King`s Row,2,2,1006
19743,1,The Orcas,1,1,760
19743,2,The Camano,1,1,795
19743,3,The Vashon,1,1,775
19743,4,The Fox,2,1,950
19743,5,The Maury ADA,2,2,1000
19743,6,The Bainbridge,2,2,1065
19743,8,The San Juan,2,1,1000
19743,9,The Whidbey,2,2,1000
19743,10,The Blake ADA,1,1,950
19777,1,Apartment,1,1,700
19777,2,Apartment,2,2,1044
19777,3,Townhome,2,1.5,1061
19785,1,1BD/1BR-1,1,1,740
19785,2,2BD/1BR-2,2,1,840
19851,1,Studio 6,0,1,600
19851,2,Studio 17,0,1,627
19851,3,13,1,1,785
19851,4,15,1,1,815
19851,5,01 02,2,2,1160
19851,6,Studio 10,0,1,612
19851,7,16,1,1,815
19851,8,Studio 8,0,1,600
19851,9,Studio 9,0,1,600
19851,10,Studio 7,0,1,612
19851,11,Studio 11,0,1,615
19851,12,Studio 14,0,1,621
19851,13,07 09,1,1,716
19851,14,12,1,1,720
19851,15,5,1,1,740
19851,16,3,1,1,780
19851,17,4,1,1,785
19877,1,Lily,0,1,560
19877,2,Star,1,1,680
19877,3,Sweetbay,2,2,1200
19897,1,A1,1,1,750
19897,2,B1,2,2,950
19897,3,B2,2,2,975
19912,1,"One-Bedroom, One-Bathroom Classic",1,1,800
19912,2,"2 bed, 1 bath Classic",2,1,1000
19912,3,"2 bed, 2 bath Classic",2,2,1100
19912,4,"1bed,1bath Reno Upgrade",1,1,800
19912,5,"2 bed, 1 bath Renovated",2,1,1000
19912,6,"2bed,2bath Reno Upgrade",2,2,1100
19912,7,"2 bed, 2 bath Renovated",2,2,1100
19914,1,1BD/1BR-1,1,1,680
19914,2,2BD/1.5BR-2,2,1.5,950
19924,1,1BD/1BR-1,1,1,657
19924,2,2BD/1BR-2,2,1,841
19924,3,2BD/2BR-2,2,2,877
19924,4,3BD/2BR-3,3,2,1022
19927,1,1BD/1BR-1,1,1,605
19927,2,2BD/1BR-2,2,1,820
19939,1,A1PWD,1,1,580
19939,2,C1PWD,2,2,868
19939,3,STWD,0,1,473
19939,4,A1RWD,1,1,580
19939,7,C1RWD,2,2,868
19940,1,The Flat,1,1,700
19940,2,The Loft,2,2,1100
19955,1,1BD/1BR-1,1,1,600
19955,2,2BD/1BR-2,2,1,702
19955,3,,3,1,830
19955,4,2 bd / 1 ba,2,1,730
19964,1,2BD/2BR-2,2,2,845
19976,1,S1,0,1,390
19976,2,S2,0,1,504
19976,3,S4,0,1,587
19976,4,S3 503-544,0,1,503
19976,5,A2 647-690,1,1,687
19976,6,A1L,1,1,706
19976,7,A1 605 – 655 Sq Ft,1,1,605
19976,8,A3,1,1,729
19976,9,A5,1,1,790
19976,10,A4,1,1,777
19976,11,A2D,1,1,839
19976,12,B10,2,1,883
19976,13,,2,2,897
19976,14,B2 924-997,2,2,924
19976,15,B3,2,2,975
19976,16,B4 983-1022,2,2,1022
19976,18,B2L,2,2,1087
19976,19,,1,1,1587
19976,20,,1,1,1682
19976,21,,2,2,1682
19976,22,,2,2,1512
19976,23,A2,1,1,690
19976,24,,1,1,847
19976,25,,2,1,813
19976,28,,2,1,773
19976,29,B1 Renovated,2,2,950
19976,31,S1,0,1,429
19976,35,,1,1,950
19976,36,B10L,2,1,1024
19976,39,,1,1,720
19976,40,,1,1,816
19976,42,B4L 1134-1174,2,2,1174
19995,1,Studio A,0,1,450
19995,2,Studio B,0,1,480
19995,3,Studio C,0,1,525
19995,4,Studio F,0,1,619
19995,5,Studio D,0,1,528
19995,6,Studio E,0,1,575
19995,7,jr. A,1,1,563
19995,8,B,1,1,656
19995,9,C,1,1,685
19995,10,D,1,1,724
19995,11,E,1,1,739
19995,12,F,1,1,775
19995,13,Den,1,1,765
19995,14,A,2,2,1031
19995,15,B,2,2,1065
19995,16,C,2,2,1065
19995,17,D,2,2,1107
19995,18,E,2,2,1107
20050,1,Charismatic,0,1,686
20050,2,Citation,1,1,809
20050,3,Azra den,1,1,901
20050,4,Meridian,2,2,1072
20050,5,Montrose,2,2,1204
20050,6,Riley,2,2,1214
20050,7,Ferdinand,2,2,1136
20050,8,Buchanon,3,2,1371
20067,1,1BD/1BR-1,1,1,646
20067,2,1BD/1BR-1,1,1,738
20067,3,2BD/2BR-2,2,2,951
20067,4,3BD/2BR-3,3,2,1161
20140,1,A1,1,1,515
20140,2,A1S,1,1,591
20140,3,A2,1,1,585
20140,4,A2S,1,1,665
20140,5,A3,1,1,778
20140,6,A3S,1,1,869
20140,7,A4,1,1,817
20140,8,A4S,1,1,892
20140,9,B1,2,2,1365
20140,10,B1,2,2,1168
20140,11,C1,3,3,1401
20140,12,D1,4,2.5,1727
20140,13,D1G,4,2.5,2386
20140,14,D2,4,2.5,1964
20140,15,B1s,2,2,1248
20140,16,D1g,4,2.5,1727
20140,17,D2,4,2.5,1846
20152,2,2 Bed 2 Bath,2,2,924
20152,4,3 Bed 2.5 Bath,3,1.5,1130
20152,5,1 Bed 1 Bath A,1,1,640
20152,6,1 Bed 1 Bath B,1,1,672
20152,7,2 Bed 1.5 Bath,2,1.5,930
20152,8,2 Bed 1 Bath,2,1,908
20169,1,1BD/1BR-1,1,1,815
20169,2,loft,1,1,1091
20169,3,2BD/1BR-2,2,1,1051
20169,4,2BD/2BR-2,2,2,1128
20169,5,roommate,2,2,1150
20169,6,3BD/2BR-3,3,2,1362
20189,1,1BD/1BR-1,1,1,736
20189,2,2BD/1BR-2,2,1,917
20189,3,2BD/2BR-2,2,2,982
20189,4,2BD/2BR-2,2,2,1064
20189,5,3BD/2BR-3,3,2,1273
20192,1,2BD/2BR-2,2,2,1250
20259,1,C,0,1,350
20259,2,F,1,1,500
20259,3,G,2,2,800
20259,4,A,3,2,1250
20259,5,E,1,1,500
20259,6,B,2,2,1050
20259,7,D,1,1,750
20262,1,1BD/1BR-1,1,1,815
20262,4,2BD/2BR-2,2,2,1127
20262,6,3BD/2BR-3,3,2,1257
20330,4,Aztec,1,1,923
20330,5,Fresco,2,2,1278
20330,6,Hermosa,3,2,1363
20330,7,Belize,1,1,913
20330,8,Cortez,1,1,960
20330,9,"Durango, vaulted",1,1,909
20330,10,Ensenada,1,1,1163
20330,11,Guadlalhara,2,2,1215
20349,1,Palms,2,1.5,950
20349,2,Cove,2,1,1025
20349,3,Sunset,3,1.5,1200
20375,1,1BD/1BR-1,1,1,565
20375,2,2BD/1BR-2,2,1,830
20381,1,1 Bedroom C,1,1,701
20381,2,1 Bedroom E,1,1,691
20381,3,1 Bedroom A,1,1,559
20381,4,Studio A,0,1,400
20381,5,Studio B,0,1,435
20381,6,Studio C,0,1,465
20381,7,Studio D,0,1,498
20381,8,Studio E,0,1,518
20381,9,Studio F,0,1,487
20381,10,1 Bedroom B,1,1,645
20381,11,1 Bedroom D,1,1,701
20386,1,S1 Classic| S1 Gold| S1 Platinum,0,1,400
20386,2,A1 Classic| A1 Gold| A1 Platinum,1,1,600
20399,1,A1,1,1,704
20399,2,B1,2,1,845
20399,3,B2,2,2,930
20505,1,1435 Stanley,1,1,600
20505,2,,2,2,900
20505,3,,3,2,1050
20505,4,1120 Thompson,1,1,651
20505,5,,1,1,675
20505,6,314 Burchett,1,1,553
20505,7,1133 Justin,2,2,975
20505,8,,2,2,1000
20505,9,120 W Chestnut,2,2,1100
20505,10,1133 Justin,4,2,1400
20505,11,1140 N Columbus,3,2.5,1300
20505,12,120 W Chestnut,1,1,850
20505,13,,1,1,750
20505,14,1458 E Wilson,2,1,1000
20505,15,1140 Columbus,3,2,1200
20505,16,1133 Justin,3,2.5,1350
20507,1,Prestwick,1,1,925
20507,2,Bolero,1,1,975
20507,3,Lansbury,1,1,1034
20507,4,Midvale,2,1,1034
20507,5,Ashwood,2,1,1100
20507,6,Tucker,2,2,1200
20507,7,Northlake,3,2.5,1776
20507,8,Lavista,3,2,1554
20507,9,Henderson,4,2.5,1995
20542,1,2BD/2BR-2,2,2,985
20542,2,1BD/1BR-1,1,1,875
20542,3,3BD/2BR-3,3,2,1085
20551,1,S1,0,1,404
20551,2,A1,1,1,541
20551,3,A2,1,1,600
20551,4,B1,2,1,775
20551,5,B2,2,2,820
20654,1,Ashwood,1,1,735
20654,2,Beechwood,2,2,1002
20654,3,Cedarwood,2,2,1125
20672,1,1.0BD/1.0BA,1,1,638
20672,2,B1,2,1,789
20672,3,B4 DEN,2,1,971
20672,4,C1,3,1.5,1035
20672,5,A2,1,1,754
20672,6,A3,1,1,821
20672,7,B2,2,1,838
20672,8,B3,2,1,877
20672,9,A4,1,1,850
20683,1,MB01,2,1,820
20683,2,MB02,2,2,946
20683,7,MC01,3,1,1086
20683,8,MC03,3,2,1086
20683,9,MC02,3,2,1113
20683,10,3BD/2BR-3,3,2,1265
20683,11,3BD/2.5BR-3,3,2.5,1310
20683,12,3BD/2BR-3,3,2,1340
20683,13,BB2,2,2,884
20683,14,,3,2,1108
20683,15,BA1,1,1,625
20698,1,1BD/1BR-1,1,1,640
20698,2,2BD/1BR-2,2,1,790
20736,1,1BD/1BR-1,1,1,725
20736,2,2BD/1BR-2,2,1,1000
20736,3,3BD/2BR-3,3,2,1260
20747,2,~,2,1,896
20747,3,,2,1,997
20747,4,TH,2,2.5,1073
20747,5,El Capitan,2,1.5,1090
20747,6,2x2,2,2,1073
20747,7,2x1.5,2,1.5,1073
20747,8,2x1.5,2,2.5,1090
20747,9,,3,1,1393
20764,1,A1,1,1,550
20764,2,A2,1,1,750
20764,3,B1,2,2,1050
20764,4,B2,2,2,1200
20770,1,A1,1,1,709
20770,2,A2 / TH,1,1,1042
20770,3,B1,2,2,1067
20770,4,B2 / TH,2,2.5,1644
20791,7,The Ash,1,1,575
20791,8,The Birch,1,1,712
20791,9,The Cedar,1,1,837
20791,10,The Fir,2,1,1173
20791,11,The Dogwood,2,1,987
20791,12,The Elm,2,2,1114
20798,1,~,1,1,716
20798,2,~,1,1,840
20798,3,~,2,1,864
20798,4,~,2,2,888
20798,5,~,2,2,1000
20798,6,~,2,2,1125
20892,1,1BD/1BR-1,1,1,633
20892,2,2BD/2BR-2,2,2,919
20892,3,3BD/2BR-3,3,2,1043
20892,4,1BD/1BA,1,1,450
20892,5,1BD/1BA,1,1,578
20892,6,2BD/1BA,2,1,779
20910,1,1BD/1BR-1,1,1,700
20910,2,2BD/1BR-2,2,1,900
20924,9,Plan 1A,1,1,598
20924,10,Plan 1B,1,1,708
20924,11,Plan 1C,1,1,807
20924,12,Plan 1D,1,1,912
20924,13,Plan 2A,2,2,1028
20924,14,Plan 2B,2,2,1090
20924,15,Plan 2C,2,2,1097
20924,16,Plan 2D,2,2,1534
20924,17,Plan 1D,1,1,903
20924,18,Plan 3A,3,2,1534
20938,1,Instrata_S1,0,1,557
20938,2,1BD/1BR-1,1,1,681
20938,3,Instrata_Madrid_694,1,1,694
20938,4,Instrata_Prague,1,1,698
20938,5,AA07,1,1,719
20938,6,Instrata_Dublin,1,1,800
20938,7,Instrata_Vienna-911,1,2,911
20938,8,Instrata_Florence,1,1,927
20938,9,Instrata_Abu Dhabi,2,2,991
20938,10,2BD/2BR-2,2,2,1138
20938,11,Instrata_Tokyo_1051,2,2,1051
20938,12,2BD/2BR-2,2,2,1112
20938,13,Instrata_Singapour,2,2,1133
20938,14,PH,2,2,1674
20938,15,2BD/2BR-2,2,2,1739
20938,16,2BD/2BR-2,2,2,1643
20938,17,Instrata_Shangai_PH,2,2,1285
20938,18,2BD/2BR-2,2,2,1208
20938,19,PH,2,2,2043
20938,20,PH,3,3,2086
20938,21,Instrata_Santiago,0,1,570
20938,22,1BD/1BR-1,1,1,679
20938,23,Instrata_Madrid_700,1,1,700
20938,24,Instrata_Paris_2,1,1,739
20938,25,1BD/1BR-1,1,1,759
20938,26,1BD/1BR-1,1,1,773
20938,27,Instrata_Vienna-901,1,2,901
20938,28,2BD/2BR-2,2,2,1060
20938,29,2BD/2BR-2,2,2,1063
20938,30,Instrata_Tokyo_1048,2,2,1048
20938,31,3BD/3BR-3,3,3,2165
20938,32,Instrata_Adeliade_PH,3,3,2189
20938,33,PH,3,3,2319
20938,34,Instrata_Sydney_PH,3,3,2621
20938,35,1BD/1BR-1,1,1,665
20938,36,,0,1,586
20943,1,Astoria (A1),1,1,800
20943,2,Belmont/Saratoga (B1),2,1,1100
20943,3,Louisville/Lexington (A2),1,1,960
20953,1,A1,1,1,661
20953,2,B1,2,2,983
20953,3,C1,3,3,1247
20959,1,A2,1,1,741
20959,2,A1,1,1,673
20959,8,B2,2,2,1028
20959,9,B1,2,1,903
20959,10,B3,2,2,1104
20959,11,C1,3,2,1220
20977,5,Sage | Classic,1,1,615
20977,6,Iris | Classic,1,1,707
20977,7,Primrose | Classic,2,2,911
20977,9,Magnolia | Classic,2,2,967
20977,10,Iris | Premium,1,1,707
20977,11,Sage | Premium,1,1,615
20977,12,Magnolia | Premium,2,2,967
20977,13,Primrose | Premium Plus,2,2,911
20984,1,1b1,1,1,716
20984,2,2a1,2,1,905
20984,4,2b2,2,2,1109
20984,5,1c1,1,1,802
20984,6,1a1,1,1,768
20984,7,3a2,3,2,1241
20984,8,2a2,2,2,1137
20988,1,1BD/1BR-1,1,1,570
20988,2,Studio 1 bath,0,1,210
21092,1,1 X 1 - 910sf,1,1,910
21092,2,2 X 2 - 1250sf,2,2,1250
21092,3,3 X 2 - 1375sf,3,2,1375
21092,4,3 X 2 New,3,2,1100
21092,5,2 X 2 NEW,2,1,1100
21097,1,A,1,1,667
21097,2,B,1,1,911
21097,3,C,2,2.5,1055
21097,4,D,2,2,1294
21097,5,E,2,2.5,1380
21097,6,F - TH,2,2.5,1479
21097,7,"G,",3,2.5,1513
21097,8,H - TH,3,2.5,1712
21110,1,A2,1,1,750
21110,2,A1,1,1,750
21110,3,B2,2,2,1000
21110,4,B1,2,2,1000
21117,6,Cherry,1,1,914
21117,7,Magnolia,2,2,1248
21117,8,Magnolia,2,2,1276
21117,9,Mulberry,2,2,1310
21117,10,Orchard,3,2,1510
21129,1,1BD/1BR-1,1,1,624
21129,2,2BD/2BR-2,2,2,911
21135,1,Shaw,0,1,463
21135,2,Orcas,1,1,742
21135,3,Lopez,1,1,762
21135,4,Camano,1,1,784
21135,5,Blakely,1,1,815
21135,6,Vashon,1,1,862
21135,7,Fidalgo,2,2,1129
21135,8,San Juan,2,2,1172
21135,9,Whidbey,2,2,1276
21149,1,Cluny,1,1,551
21149,2,Rodin,1,1,819
21149,3,Chopin,1,1,1062
21149,4,Louvre,2,2,1204
21149,5,Picasso,2,2,1318
21149,6,D`Orsay,2,2,1525
21169,1,Milano,1,1,842
21169,2,Sienna,2,2,1134
21169,3,Veneto,3,2,1151
21169,4,Toscana w/garage,2,2,1083
21169,6,Lorenzo,2,2,1120
21169,7,Portofino,2,2,1322
21169,8,Palermo,3,2,1329
21169,9,Serafino,3,2,1500
21169,10,Cypress,2,2,1151
21180,1,The Franklin,1,1,697
21180,2,The Carolina,2,2,931
21180,3,Renovated,2,2,931
21199,3,Lookout Point,1,1,725
21199,4,B1,2,2,937
21199,5,Split Rock,1,1,860
21199,6,B2L,2,2,1072
21199,7,A2L,1,1,841
21199,8,A1,1,1,706
21293,1,1BD/1BR-1,1,1,700
21293,2,2BD/1BR-2,2,1,1000
21293,3,2BD/2BR-2,2,2,1000
21293,4,3BD/2BR-3,3,2,1200
21303,1,A1,1,1,544
21303,2,A2,1,1,595
21303,3,A3,1,1,664
21303,4,B1,2,2,882
21303,5,B2,2,2,913
21303,6,B3,2,2,981
21303,7,A4,2,2,790
21311,1,Amberly,1,1,685
21311,2,Brightleaf,1,1,787
21311,3,Fairfield,2,2,1047
21311,4,Solterra,2,2,1137
21311,5,Rougemont,2,2,1084
21323,12,A1,1,1,560
21323,13,A2,1,1,656
21323,14,B2,2,2,866
21323,15,B1,2,1.5,908
21323,16,C1,3,2,1075
21323,17,C2,3,2,1083
21341,1,Greenside,1,1,756
21341,4,Dogwood,2,2,1022
21341,8,Edgewater TH,2,2,1419
21341,10,Forest Hill,3,3,1361
21341,12,Fairway TH,3,3,1760
21341,13,Evergreen,2,2,951
21341,14,Crestview TH,2,2,1556
21341,15,Brookside TH,2,2,1474
21347,1,Residence 1 Luxury,1,1,740
21347,2,Residence 2,1,1,790
21347,3,Residence 3 Luxury,1,1,932
21347,4,Residence 4,2,2,1136
21347,5,Residence 5 Luxury,2,2,1240
21347,6,Residence 6 Luxury,3,2,1390
21349,1,Piquin,0,1,405
21349,2,"Pablano, A1",1,1,625
21349,3,"Pasilla, A2",1,1,640
21349,4,"Chimayo, B1",2,1,819
21349,5,"Cayenne, B2",2,2,900
21349,6,does not exist,1,1,840
21349,7,Pablano - Renovated,1,2,625
21367,1,A,1,1,600
21367,2,A1,1,1,624
21367,3,A2,1,1,641
21367,4,A Lux 600sf,1,1,643
21367,5,B Lux,1,1,735
21367,6,B,1,1,735
21367,7,C,1,1,803
21367,8,C2 Lux 842sf,1,1,808
21367,9,C1,1,1,842
21367,10,D1,1,1,1059
21367,11,D,1,1,1073
21367,12,E Lux,2,2,1215
21367,13,E,2,2,1215
21367,14,E3,2,2,1237
21367,15,E2,2,2,1268
21367,16,F,2,2,1400
21367,17,F,2,2,1400
21367,18,G,2,2,1680
21367,19,G Lux Den,2,2,1680
21367,20,H,2,2.5,1907
21367,21,I,3,4,2280
21367,22,J,3,3.5,2582
21367,23,K Den,3,4,2630
21367,24,K,3,4,2630
21367,25,GST,0,1,442
21368,1,A-1,1,1,645
21368,2,A-2,1,1,700
21368,3,A-3,1,1,739
21368,4,A-4,1,1,756
21368,5,A-5,1,1,860
21368,6,A-6 w/GAR TH,1,1,941
21368,7,B-1,2,2,1099
21368,8,B-2,2,2,1204
21368,9,B-3,2,2,1259
21368,10,B-4 w/GAR TH,2,2,1495
21370,1,1BD/1BR-1,1,1,600
21370,2,2BD/1BR-2,2,1,900
21370,3,2BD/1.5BR-2,2,1.5,975
21370,4,3BD/1.75BR-3,3,1.5,1300
21370,9,TH,2,1.5,1150
21381,1,1BD/1BR-1,1,1,721
21381,2,2BD/2BR-2,2,2,918
21458,1,1 Bedroom,1,1,750
21458,2,2 Bedroom,2,1,950
21473,1,1BD/1BR-1,1,1,514
21473,2,1BD/1BR-1,1,1,644
21473,3,1BD/1BR-1,1,1,714
21473,4,2BD/1BR-2,2,1,851
21473,5,2BD/2BR-2,2,2,918
21473,6,2BD/2BR-2,2,2,1016
21526,1,Plan A,1,1,754
21526,2,Plan B,2,2,954
21553,1,1BD/1BR-1,1,1,670
21553,3,3BD/2BR-3,3,2,1127
21553,4,2BD/2BR-2,2,2,870
21553,5,2BD/1BR-2,2,1,870
21557,1,~,1,1,750
21557,2,~,2,1,900
21557,3,~,3,2,1025
21557,4,~,2,2,900
21570,1,Doheny,1,1,800
21570,2,,1,1,980
21570,3,Benedict,2,1,980
21570,4,Wilshire,2,2,1050
21570,5,Westwood,1,1,700
21570,6,Melrose,0,1,600
21570,7,Beverly,2,1,980
21577,1,Petoskey,1,1,755
21577,2,Roscommon,1,1,885
21577,3,Saugatuck,2,2,970
21577,4,Marquette,2,2,1100
21577,5,Leelanau,2,1,885
21586,2,w/d,1,1,732
21586,4,w/d,1,1,861
21586,9,2BD/2BR-2,2,2,1160
21586,10,,1,1,721
21586,11,,2,2,1171
21586,12,,2,2,1200
21589,1,Broadway D 765,0,1,767
21589,2,Broadway Studio A-610-720 sqft,0,1,610
21589,3,Broadway Studio B- 640-785 sqft,0,1,640
21589,4,1000-1133 WD,0,1,1050
21589,5,Freemont Studio B-860-904 sqft,0,1,860
21589,6,Live/Work,0,1,1111
21589,7,810-965-WD,0,1,872
21589,8,Loft WD (1422-1486),1,1,1268
21589,9,Burnside Live/Work-1080-1200 sqft,1,1,1080
21589,10,Open 1x1,1,1,945
21589,11,1410-1670,1,1.5,1670
21589,12,Live/Work Loft,2,1.5,1895
21589,13,Broadway Studio C,0,1,770
21589,14,Freemont Studio-810-965 sqft,0,1,810
21589,15,Morrison C,0,1,925
21589,16,Morrison A,0,1,955
21589,17,Morrison B,0,1,1040
21589,18,Hawthorne,0,1,1035
21589,19,Steel 1x1 A,1,2,1024
21589,20,Steel A,1,2,1090
21589,21,St John 1x2 B 1793-1898 sqft,1,2,1793
21589,22,Steel 1x2 A,1,1,1187
21597,1,Spruce,1,1,634
21597,2,1BD/1BR-1,1,1,668
21597,3,Cedar,2,2,924
21597,4,2BD/1.5BR-2,2,1.5,994
21597,5,Alder TH,2,1.5,1026
21665,1,A,1,1,642
21665,2,B,2,1,835
21665,3,C,2,2,942
21671,1,Reign,1,1,675
21671,2,Olive,2,1,815
21671,3,Citrus,2,2,890
21673,1,1 Bedroom 1 Bath,1,1,720
21673,2,2 Bedroom 2 Bath,2,2,840
21690,1,1BD/1BR-1,1,1,717
21690,2,2BD/2BR-2,2,2,942
21690,3,3BD/2BR-3,3,2,1050
21975,1,Webster,1,1,660
21975,2,Gladstone,2,1,820
21975,3,Thatcher,2,1,990
21975,4,Churchill,2,1,1100
21976,1,2BD/1.5BR-2,2,1.5,1000
21976,2,3BD/1.5BR-3,3,1.5,1200
21996,1,1BD/1BR-1,1,1,800
21996,2,2BD/2BR-2,2,2,1050
21996,3,3BD/2BR-3,3,2,1250
21997,1,The Birch,1,1,850
21997,2,The Willow,2,1,950
