apartmentid,floorplannumber,description,bed,bath,area
265910,4,1A,1,1,723
265910,5,1A ANSI,1,1,723
265910,6,1B,1,1,783
265910,7,2A,2,2,1112
265910,8,2A ANSI,2,2,1112
265910,9,2B,2,2,1172
265910,10,3A,3,3,1520
265910,11,3A ANSI,3,3,1520
265910,12,3B,3,3,1580
265951,1,S1,0,1,548
265951,2,A1,1,1,701
265951,3,A2-1,1,1,731
265951,4,A2-2,1,1,800
265951,5,B1,2,2,1074
265951,6,B2,2,2,1067
265951,7,B3-1,2,2,1113
265951,8,B3-2,2,2,1180
265951,9,B4-1,2,2,1137
265951,10,B4-2,2,2,1204
265951,11,B5,2,2,1217
265951,12,C1,3,2,1269
265951,13,S1 60%,0,1,548
265951,14,S1 80%,0,1,548
265951,15,A1 60%,1,1,701
265951,16,A1 80%,1,1,701
265951,17,B1 60%,2,2,1074
265951,18,B1 80%,2,1,1074
265951,19,B5 60%,2,1,1217
265951,20,B5 80%,2,1,1217
265951,21,C1 60%,3,1,1269
265951,22,C1 80%,3,2,1269
265972,1,S1,0,1,480
265972,2,A1,1,1,664
265972,3,A2,1,1,726
265972,4,A3,1,1,785
265972,5,B1,1,1,1024
265972,6,B2,1,1,1206
265972,7,C1,2,2,1150
265972,8,C2,2,2,1243
265972,9,D1,2,2,1532
265972,10,PH,2,2,1427
266115,1,S5,0,1,600
266115,2,S6,0,1,600
266115,3,B2,2,2,1020
266115,4,B1,2,2,1015
266115,5,S7,0,1,660
266115,6,S8,0,1,660
266115,7,A4,1,1,749
266115,8,B3,2,2,1020
266123,5,A1,1,1,598
266123,6,A2,1,1,658
266123,7,A3,1,1,717
266123,12,B4,2,2,1058
266123,13,C1,3,2,1332
266123,14,C2,3,2,1397
266145,1,A1,1,1,650
266145,2,A2,1,1,717
266145,3,C1,2,2,1018
266145,4,C1 HC,2,2,1018
266145,5,C2,2,2,1018
266145,6,Cobalt,2,1.5,790
266145,7,Copper,2,2,1101
266145,8,Carbon,3,3.5,1654
266145,9,D1,3,2,1362
266145,10,D1 HC,3,2,1362
266174,1,Soul,0,1,506
266174,2,Garden City Suite,1,1,661
266174,3,Miller,1,1,617
266174,4,Imperial,1,1,705
266174,5,River Roost,1,1,725
266174,6,Metro,1,1,730
266174,7,Bell Bungalow,1,1,850
266174,8,Telfair Terrace,2,2,1089
266174,9,Riverwalk Retreat,2,2,1102
266174,10,Ellis,2,2,1089
266174,11,Greene Grandview,2,2,1306
266329,1,The Nook | a1a,1,1,747
266329,2,Sunnyside | a2,1,1,816
266329,3,Wilson,1,1,885
266329,4,Hiwatha |a4,1,1,953
266329,5,Sawmill | b1,2,2,1121
266329,6,Idamere |b2,2,2,1123
266329,7,Crescent | b3,2,2,1174
266329,8,Minneola | b4,2,2,1256
266329,9,Minnehaha | b5,2,2,1261
266329,10,Louisa |c1,3,2,1477
266329,11,a1b,1,1,748
266339,1,S1,0,1,533
266339,2,Micro S,0,1,441
266339,3,A1,1,1,631
266339,4,A2,1,1,812
266339,5,A3,1,1,864
266339,6,A,1,1,611
266339,7,C,2,2,1034
266348,1,A1,1,1,510
266348,2,A2,1,1,555
266348,3,A3,1,1,624
266348,4,A4,1,1,679
266348,5,B1,2,1,754
266348,6,B2,2,2,847
266348,7,B3,2,2,979
266348,8,C1,3,2,1258
266377,1,S1,0,1,596
266377,2,A3,1,1,740
266377,3,A2,1,1,736
266377,4,B2,2,2,1044
266377,5,B3,2,2,1049
266377,6,B1,2,2,1037
266377,7,A1,1,1,696
266386,1,A1A,1,1,604
266386,2,B1,1,1,774
266386,3,B1A,1,1,781
266386,4,C1,1,1,962
266386,5,C2,1,1,963
266386,6,D10,2,2,1183
266386,7,D2A,2,2,1050
266386,8,D3,2,2,1189
266386,9,D4,2,2,1088
266386,10,D5,2,2,1188
266386,11,D9,2,2,1048
266386,12,E1,3,2,1444
266386,13,E2,3,2,1337
266386,14,E3,3,2,1558
266386,15,C3,1,1,930
266386,16,D8,2,2,1263
266386,17,,1,1,592
266386,18,B2,1,1,753
266386,19,,2,2,1089
266386,20,,2,2,1245
266388,1,Orbit 577-640 sqft,1,1,577
266388,2,Equinox,1,1,584
266388,3,Solstice,1,1,710
266388,4,Supermoon,1,1,718
266388,5,Gemini,1,1,869
266388,6,Scorpio,1,1,898
266388,7,Aquarius,2,2,1061
266388,8,Eclipse,2,2,1107
266388,9,Orion,2,2,1317
266388,10,Virgo,2,2,1445
266388,11,Libra,2,2,1511
266388,12,Capricorn,2,2,1520
266388,13,Buca Townhome,2,2.5,1451
266388,14,Leo,3,2,1450
266388,15,Solaris,3,2,1545
266388,16,Pisces,1,1.5,990
266452,1,A0,1,1,724
266452,2,A0.1,1,1,724
266452,3,A1,1,1,703
266452,4,A2,1,1,760
266452,5,A2.1,1,1,760
266452,6,A3,1,1,824
266452,7,A3.1,1,1,824
266452,8,A4,1,1,879
266452,9,A5,1,1,905
266452,10,A5.1,1,1,905
266452,11,B0,2,2,1069
266452,12,B0.1,2,2,1069
266452,13,B1,2,2,1060
266452,14,B2,2,2,1109
266452,15,B2.1,2,2,1109
266452,16,B3,2,2,1186
266452,17,B3.1,2,2,1186
266452,18,B3.2,2,2,1186
266452,19,B3.3,2,2,1191
266452,20,B4,2,2,1177
266452,21,B5,2,2,1272
266574,1,VALERO,1,1,645
266574,2,SANTO,2,2,960
266574,3,FRANCISCO,2,2.5,1113
266574,4,GUADALUPE,3,2.5,1275
266585,1,E1,0,1,603
266585,2,E2,0,1,618
266585,3,E3,0,1,626
266585,4,A1,1,1,754
266585,5,A2,1,1,785
266585,6,A3,1,1,805
266585,7,A4,1,1,835
266585,8,B1,2,2,971
266585,9,B2,2,2,1046
266585,10,B3,2,2,1087
266585,11,B4,2,2,1097
266585,12,B5,2,2,1403
266585,13,C1,3,2,1171
266585,14,C2,3,2,1171
266585,15,C3,3,2,1171
266700,1,Studio,0,1,568
266700,2,1 Bedroom,1,1,626
266700,3,2 Bedrooms,2,2,979
266700,4,3 Bedrooms,3,2,1102
266700,5,1 Bedroom,1,1,624
266700,6,2 Bedrooms,2,2,973
266700,7,B1 - 976sf,2,2,976
266700,8,3 Bedrooms,3,2,1109
266700,9,1 Bedroom,1,1,627
266700,10,3 Bedrooms,3,2,1105
266762,1,,1,1,505
266762,2,,1,1,626
266762,3,,1,1,575
266762,4,,1,1,486
266762,5,,1,1,535
266762,6,,1,1,554
266762,7,,1,1,620
266762,8,,1,1,656
266762,9,,2,1,505
266766,1,,0,1,495
266766,2,,1,1,676
266766,3,,2,2,1059
266766,4,2Bed/2Bath,1,1,1068
266766,5,Studio,1,1,607
266766,6,1BD/1BR-1,1,1,711
266766,7,Studio,0,1,737
266791,1,A0,0,1,474
266791,2,A0a,1,1,620
266791,3,A1,1,1,671
266791,4,A2,1,1,762
266791,5,A3,1,1,858
266791,6,B1,2,2,1033
266791,7,B2,2,2,1163
266791,8,B3,2,2,1224
266792,1,A1,1,1,600
266792,2,B1,2,1,800
266874,1,,1,1,683
266874,2,,1,1,829
266874,3,,2,2,937
266874,4,,3,2,1154
266874,5,,2,1.5,1050
266874,6,,3,2.5,1362
266891,1,A2.1 775-788 SQFT,1,1,775
266891,2,A2 788-803 SQFT,1,1,788
266891,3,A2 HC,1,1,788
266891,4,A3.1,1,1,897
266891,5,A3,1,1,910
266891,6,A4.1,1,1,930
266891,7,A4,1,1,932
266891,8,B1 SFR,2,2,1081
266891,9,B2 SFR,2,2,1081
266891,10,B3 1158-1185 SQFT,2,2,1158
266891,11,B1 1182-1198 SQFT,2,2,1182
266891,12,B1 HC,2,2,1196
266891,13,B2 1225-1252 SQFT,2,2,1225
266891,14,C1,3,2,1480
266891,15,C1 H,3,2,1480
266891,16,C1 SFR,3,2,1505
266924,1,A1,1,1,691
266924,2,A2,1,1,645
266924,3,A4,1,1,682
266924,4,B4,1,1,697
266924,5,B5,1,1,705
266924,6,B7,1,1,723
266924,7,C1,2,2,1061
266924,8,C2,2,2,1058
266924,9,A3,1,1,645
266924,10,A5,1,1,656
266924,11,B1,1,1,723
266924,12,B2,1,1,705
266924,13,B3,1,1,704
266924,14,B6,1,1,704
266924,15,BPH1,1,1,723
266924,16,CPH1,2,2,1077
266924,17,APH1,1,1,682
266934,1,Prime,1,1,850
266934,2,Chateu,2,2,1140
266934,3,Legend,2,2,1120
266934,4,Encore,2,2,1225
266934,5,Iconic,2,2.5,1380
266934,6,Ultra,3,2,1500
266934,7,Signature,3,2.5,1860
266934,8,Pinnacle,2,2,1475
266934,9,Majestic,2,2,1355
266940,1,UNIT 202,1,1,723
266940,2,UNIT 204,1,1,832
266940,3,UNIT 205,1,1,855
266940,4,UNIT 206,1,1,1032
266940,5,UNIT 211,1,1,687
266940,6,UNIT 212,1,1,715
266940,7,UNIT 302,1,1,744
266940,8,UNIT 304,1,1,847
266940,9,UNIT 305,1,1,862
266940,10,UNIT 306,1,1,1041
266940,11,UNIT 203,2,2,1130
266940,12,UNIT 207,2,2,1274
266940,13,UNIT 208,2,2,1445
266940,14,UNIT 213,2,2,978
266940,15,UNIT 303,2,2,1165
266940,16,UNIT 307,2,2,1275
266940,17,UNIT 308,2,2,1445
266940,18,UNIT 311,2,2,1402
266940,19,UNIT 12,2,2,1200
266940,20,UNIT 201,3,2,1420
266940,21,UNIT 209,3,3,1424
266940,22,UNIT 210,3,3,1368
266940,23,UNIT 301,3,2,1498
266940,24,UNIT 309,3,3,1443
266940,25,UNIT 310,3,3,1376
266944,1,Mills,1,1,774
266944,2,Calhoun 793 to 794 sqft,1,1,794
266944,3,McBee,1,1,778
266944,4,Liberty,2,2,1108
266944,5,Poinsett,2,2,1153
266944,6,Blue Ridge,2,2,1188
266944,7,Paris,2,2,1216
266944,8,Overbrook,2,2,1125
266944,9,Hartwell,3,2,1324
266944,10,Jocassee,3,2,1487
266944,11,Keowee,3,2,1322
266944,12,Reedy,1,1,725
266944,13,Brandon,1,1,793
266944,14,Carter,1,1,862
266944,15,Alston,1,1,748
266951,1,S1,0,1,614
266951,2,A1,1,1,720
266951,3,A2,1,1,772
266951,4,A3,1,1,795
266951,5,A3A,1,1,795
266951,6,A4,1,1,892
266951,7,A5,1,1,962
266951,8,A6,1,1,737
266951,9,A7,1,1,707
266951,10,A8,1,1,925
266951,11,B1,2,2,1093
266951,12,B2,2,2,1143
266951,13,B3,2,2,1293
266951,14,B3A,2,2,1293
266951,15,B4,2,2,1480
266951,16,B5,2,2,1832
266951,17,L1,1,1,766
266951,18,L1.1,1,1,791
266951,19,L1A,1,1,766
266961,1,Tier 06,0,1,512
266961,2,Tier 03 Convertible,0,1,553
266961,3,Tier 09 Convertible,0,1,610
266961,4,Tier 08,0,1,568
266961,5,Tier 10 Convertible,0,1,634
266961,6,Tier 04 Convertible,0,1,598
266961,7,Tier 13,1,1,665
266961,8,Tier 07,1,1,739
266961,9,Tier 05,1,1,764
266961,10,Tier 01,1,1,773
266961,11,Tier 02 1 Bed,1,1,751
266961,12,Tier 11,2,2,1180
266961,13,Tier 12,2,2,1144
266961,14,Tier 02,2,2,1350
266961,15,Tier 10,3,2,1670
266987,1,A1,1,1,718
266987,2,A2,1,1,800
266987,3,A3,1,1,871
266987,4,B1,2,2,1142
266987,5,B2,2,2,1238
266987,6,C1,3,2,1326
266996,1,,2,2,1015
266996,2,,3,2,1230
267101,1,STUDIO GRAND COURTYARD,0,1,560
267101,2,STUDIO LOFT,0,1,1005
267101,3,1 BR DESIGNER COURTYARD,1,1,792
267101,4,1 BR GRAND COURTYARD,1,1,820
267101,5,1 BR DESIGNER OVERLOOK,1,1,920
267101,6,1 BR GRAND OVERLOOK,1,1,941
267101,7,1 BR DESIGNER  COURTYARD GARAGE,1,1,792
267101,8,2BR GRAND COURTYARD,2,2,1089
267101,9,2BR DESIGNER COURTYARD,2,2,1093
267101,10,2BR DESIGNER OVERLOOK,2,2,1210
267101,11,2BR GRAND OVERLOOK,2,2,1218
267101,12,2BR DESIGNER COURTYARD GARAGE,2,2,1093
267101,13,2BR GRAND COURTYARD GARAGE,2,2,1089
267101,14,2BR GRAND OVERLOOK GARAGE,2,2,1218
267101,15,3 BR GRAND OVERLOOK,3,2,1431
267101,16,3 BR GRAND COURTYARD,3,2,1322
267101,17,3 BR GRAND COURTYARD GARAGE,3,2,1322
267117,1,A1A,1,1,690
267117,2,A2 (1005-1011),1,1,1005
267117,3,A1D,1,1,815
267117,4,A1E,1,1,867
267117,5,B2A,2,2,1149
267117,6,B2D,2,2,1294
267117,7,C1 (1547-1559),3,2,1547
267117,8,C4,3,2,1515
267117,9,B2A,2,2,1161
267117,10,C2C,3,2,1559
267117,11,B2D,2,1,1306
267117,12,A1F,1,1,1011
267118,1,S1,0,1,352
267118,2,The Avett,1,1,455
267118,3,The Aiken,1,1,583
267136,1,S1,0,1,565
267136,2,S2,0,1,657
267136,3,A1,1,1,605
267136,4,A1.1,1,1,610
267136,5,A1.2,1,1,615
267136,6,A2,1,1,660
267136,7,A2.1,1,1,674
267136,8,A2.2,1,1,685
267136,9,A2.3,1,1,694
267136,10,A3,1,1,737
267136,11,A3.1,1,1,752
267136,12,A3.2,1,1,767
267136,13,A3.3,1,1,782
267136,14,A4,1,1,745
267136,15,A4.1,1,1,775
267136,16,A4.2,1,1,784
267136,17,A5,1,1,787
267136,18,A5.1,1,1,799
267136,19,A5.2,1,1,820
267136,20,A6,1,1,819
267136,21,B1,2,2,918
267136,22,B1.1,2,2,934
267136,23,B1.2,2,2,941
267136,24,B1.3,2,2,972
267136,25,B1.4,2,2,977
267136,26,B1.5,2,2,988
267136,27,B1.6,2,2,991
267136,28,B1.7,2,2,1094
267136,29,B2,2,2,933
267136,30,B5.1,2,2,946
267136,31,B2,2,2,933
267136,32,B2.1,2,2,945
267136,33,B3,2,2,992
267136,34,B3.1,2,2,1046
267136,35,B3.2,2,2,1050
267136,36,B3.3,2,2,1070
267136,37,B4,2,2,1111
267136,38,B5,2,2,1160
267136,39,den,2,2,1167
267136,40,,2,2,1238
267136,41,C1,3,2,1307
267136,42,,3,2,1444
267136,43,,3,2,1455
267136,44,C2.2,3,2,1464
267143,1,Cumin,0,1,650
267143,2,Mint,0,1,565
267143,3,Nutmeg,0,1,480
267143,4,Tarragon,0,1,450
267143,5,Basil,1,1,670
267143,6,Bay,1,1,750
267143,7,Caraway,1,1,825
267143,8,Cayenne,1,1,750
267143,9,Ginger,1,1,1000
267143,10,Sumac,1,1,730
267143,11,Turmeric,1,1,1085
267143,12,Vanilla,1,1,765
267143,13,Curry,2,2,1310
267143,14,Hibiscus,2,2,1030
267143,15,Juniper,2,2,1050
267143,16,Rosemary,2,2,1160
267143,17,Saffron,2,2,1200
267143,18,Sage,2,2,1270
267143,19,Clove,2,2.5,2170
267143,20,Thyme,2,2.5,1590
267147,1,,2,1,968
267147,2,,2,1,1023
267147,3,,3,2,1409
267147,4,,3,2,1531
267162,1,A1,1,1,679
267162,2,A1A,1,1,706
267162,3,B1,2,2,948
267162,4,B1A,2,2,973
267162,5,B2-TH,2,2.5,1255
267162,6,C1,3,2,1319
267162,7,C1A,3,2,1351
267162,8,C2-TH,3,2.5,1562
267162,9,C2A-TH,3,2.5,1588
267162,10,C3-TH,3,2.5,1452
267162,11,D1-TH,4,2.5,1810
267162,12,DA1-TH,4,2.5,1814
267183,1,,1,1,346
267183,2,MFTE,1,1,400
267183,3,,0,1,255
267183,4,,1,1,399
267183,5,,1,1,526
267183,6,MFTE,1,1,346
267183,7,,1,1,528
267183,9,,1,1,484
267183,10,MFTE,1,1,399
267183,11,,1,1,355
267285,1,1GO-1BD Grand Overlook,1,1,950
267285,2,2DO-2BD Designer Overlook,2,2,1219
267285,3,SGO-Studio Grand Overlook,0,1,663
267285,4,1DC-1BD Designer Courtyard,1,1,803
267285,5,1GC-1BD Grand Courtyard,1,1,841
267285,6,1DO-1BD Designer Overlook,1,1,918
267285,7,1DC-G1-1BD Designer Courtyard with Garage,1,1,803
267285,8,2GO-Grand Overlook,2,2,1225
267285,9,2DC-TG-2BD Designer Courtyard with Garage,2,2,1090
267285,10,2GC-G-2BD Grand Courtyard with Garage,2,2,1117
267285,11,2GO-G-2BD Grand Overlook with Garage,2,2,1219
267285,12,3GO-3BD Grand Overlook,3,2,1454
267285,13,3GC-TG-3BD Grand Courtyard with Garage,3,2,1349
267354,1,S1 (618-661sf),0,1,618
267354,2,A1,1,1,769
267354,3,A2 (809-834sf),1,1,809
267354,4,A3,1,1,834
267354,5,A4,1,1,839
267354,6,A5,1,1,840
267354,7,A6D,1,1,1053
267354,8,B1 (983-984sf),2,2,893
267354,9,B2,2,2,1013
267354,10,B3 (1024-1039sf),2,2,1024
267354,11,B4 (1065-1080sf),2,2,1065
267354,12,B5 (1146-1170sf),2,2,1146
267354,13,C1D,3,2,1439
267354,14,C2,3,2,1448
267550,1,S1,0,1,582
267550,2,S2,0,1,642
267550,3,A1,1,1,723
267550,4,A2,1,1,783
267550,5,B1,2,2,1112
267550,6,B2,2,2,1172
267550,7,C1,3,3,1520
267550,8,C2,3,3,1580
267554,1,HD-E1,0,1,496
267554,2,A1,1,1,605
267554,3,HD-A1,1,1,667
267554,4,A1A,1,1,605
267554,5,HD-A1A,1,1,684
267554,6,A1B,1,1,590
267554,7,HD-A1B,1,1,685
267554,8,HD-A1C,1,1,647
267554,9,HD-A1HC,1,1,667
267554,10,A2,1,1,601
267554,11,HD-A2,1,1,726
267554,12,A2A,1,1,601
267554,13,HD-A2A,1,1,726
267554,14,A2B,1,1,601
267554,15,HD-A2B,1,1,726
267554,16,A2C,1,1,620
267554,17,HD-A2C,1,1,745
267554,18,A2D,1,1,642
267554,19,HD-A2D,1,1,745
267554,20,A2E,1,1,601
267554,21,HD-A2E,1,1,726
267554,22,HD-A2F,1,1,726
267554,23,A3,1,1,755
267554,24,HD-A3,1,1,837
267554,25,A3A,1,1,755
267554,26,HD-A3A,1,1,837
267554,27,A3B,1,1,772
267554,28,HD-A3B,1,1,856
267554,29,A3C,1,1,767
267554,30,HD-A3C,1,1,856
267554,31,A3D,1,1,767
267554,32,A3HC,1,1,740
267554,33,A4,1,1,847
267554,34,A5,1,1,590
267554,35,B0,2,2,995
267554,36,B0A,2,2,1012
267554,37,B1,2,2,1236
267554,38,HD-B1,2,2,1084
267554,39,B1A,2,2,1218
267554,40,HD-B1A,2,2,1101
267554,41,B1B,2,2,1176
267554,42,HD-B1B,2,2,1103
267554,43,B1C,2,2,1218
267554,44,B1D,2,2,1176
267554,45,B1E,2,2,1218
267554,46,B1F,2,2,1218
267554,47,HD-B2,2,2,1187
267554,48,HD-B2A,2,2,1262
267554,49,HD-B2B,2,2,1335
267554,50,HD-B2C,2,2,1187
267554,51,HD-B2D,2,2,1335
267554,52,HD-B3,2,2,1242
267554,53,HD-B3A,2,2,1187
267554,54,HD-B3HC,2,2,1187
267573,1,A1- Guadalupe,1,1,625
267573,2,A2- San Jacinto,1,1,695
267573,3,C1- Rio Grande,3,2,1275
267573,4,B1- Nueces,2,2,960
267573,5,B2- Blanco,2,2,1075
267574,1,A1,1,1,669
267574,2,1A,1,1,795
267574,3,1B,1,1,883
267574,4,1C,1,1,941
267574,5,1AD,1,1,1015
267574,6,1BD,1,1,1135
267574,7,2B,2,2,1249
267574,8,2B3,2,2,1279
267574,9,2C-FP,2,2,1787
267574,10,1A-1,1,1,752
267574,11,1A-HC,1,1,795
267574,12,1C-FP,1,1,941
267574,13,1BD-FP,1,1,1135
267574,14,2B-FP,2,2,1249
267574,15,2B3-FP,2,2,1279
267574,16,2B3-HC,2,2,1279
267754,1,A1,0,1,420
267754,2,A2,0,1,490
267754,3,B1,1,1,590
267754,4,B2,1,1,560
267754,5,B3,1,1,785
267754,6,B4,1,1,585
267754,7,B5,1,1,675
267754,8,B6,1,1,550
267754,9,C1 Den,1,1,745
267754,10,C2 Den,1,2,930
267754,11,C3 Den,1,2,730
267754,12,D1,2,2,950
267754,13,D2,2,2,975
267754,14,D3,2,2,860
267754,15,D4,2,2,990
267754,16,D5,2,2,950
267754,17,D6,2,2,885
267754,18,D7,2,2,945
267754,19,D8,2,2,850
267754,20,D9,2,2,1025
267754,21,D10,2,2,915
267777,1,S1A,0,1,679
267777,2,S1B,0,1,695
267777,3,S1D (711-733),0,1,711
267777,4,S1H,0,1,852
267777,5,S1l,0,1,875
267777,6,A1A,1,1,679
267777,7,A1B,1,1,734
267777,8,A1D,1,1,735
267777,9,A1E,1,1,740
267777,10,A1l,1,1,761
267777,11,A1M (784-791),1,1,784
267777,12,A1N,1,1,821
267777,13,A1O,1,1,828
267777,14,A1Q (855-863),1,1,855
267777,15,A1S (906-950),1,1,906
267777,16,A1T (925-937),1,1,925
267777,17,A1W,1,1,958
267777,18,A1X,1,1,995
267777,19,B2A (1101-1113),2,2,1101
267777,20,B2E,2,2,1120
267777,21,B2F,2,2,1175
267777,22,B2G,2,2,1187
267777,23,B2H,2,2,1188
267777,24,B2l,2,2,1209
267777,25,B2J,2,2,1260
267777,26,B2K,2,2,1281
267777,27,B2L,2,2,1282
267777,28,B2M,2,2,1291
267777,29,B2O,2,2,1431
267777,30,B2P,2,2,1449
267777,31,A1G,1,1,752
267777,32,B2N,2,2,1303
267777,33,C3A,3,2,1645
267777,34,C3B,3,2,1866
267777,35,C3E,3,2,1880
267777,36,C3D,3,2,1869
267778,1,Wright (825-920 Sq. Ft.),2,2,825
267778,2,McKinley,1,1,619
267778,3,Ruston,1,1,705
267778,4,Jefferson,3,2,1046
267778,5,Kandel,1,1,524
267778,6,Defiance,1,1,698
267778,7,Wright ADA,2,2,920
267778,8,Jefferson ADA,3,2,1046
267778,9,Defiance ADA,1,1,698
267778,10,Wright ALT,2,2,825
267778,11,McKinley ADA,1,1,619
267778,12,Kandel ADA,1,1,524
267778,13,Defiance ALT,1,1,698
267793,1,ST1,0,1,447
267793,2,ST2,0,1,416
267793,3,ST3,0,1,515
267793,4,ST4,0,1,491
267793,5,ST5,0,1,632
267793,6,A1,1,1,663
267793,7,A2,1,1,686
267793,8,A3,1,1,679
267793,9,A4,1,1,679
267793,10,A5,1,1,667
267793,11,A6,1,1,714
267793,12,A7,1,1,718
267793,13,A8,1,1,994
267793,14,B1,2,2,1122
267793,15,B2,2,2,1085
267793,16,B3,2,2,1071
267793,17,B4,2,2,1054
267793,18,B5,2,2,1036
267793,19,B6,2,2,1114
267793,20,B7,2,2,1074
267793,21,B8,2,2,1129
267793,22,B9,2,2,1113
267802,1,A1,1,1,760
267802,2,A2,1,1,800
267802,3,A3,1,1,912
267802,4,A4,1,1,810
267802,5,B1,2,2,1116
267802,6,B1.1,2,2,1068
267802,7,B1.2,2,2,1086
267802,8,B1.2a,2,2,1086
267802,9,B2,2,2,1221
267802,10,B2a,2,2,1221
267802,11,B3 Townhome,2,2,1417
267802,12,C1 Townhome,3,2,1655
267802,13,C2,3,2,1323
267845,1,s1,0,1,533
267845,2,s2,0,1,583
267845,3,s2.1,0,1,641
267845,4,s2.3,0,1,583
267845,5,s2.4,0,1,583
267845,6,a2,1,1,765
267845,7,a2.1,1,1,765
267845,8,a2.2,1,1,765
267845,9,a3,1,1,754
267845,10,a3.1,1,1,754
267845,11,a3.2,1,1,754
267845,12,a4,1,1,799
267845,13,a4.1,1,1,799
267845,14,b1,2,2,1175
267845,15,b1.1,2,2,1273
267845,16,b4,2,1,1060
267845,17,b5,2,2,1184
267845,18,c1,3,2,1334
267845,19,b2,2,2,1186
267926,1,A1,1,1,627
267926,2,A2,1,1,704
267926,3,A3,1,1,750
267926,4,A4A (790-871SQFT),1,1,790
267926,5,L1,1,1,1363
267926,6,B1 (1102-1176SQFT),2,2,1102
267926,7,B2 (1155-1239SQFT),2,2,1155
267926,8,B3,2,2,1200
267926,9,B4,2,2,1307
267926,10,C1 (1421-1443sqft),3,2,1421
267926,11,A4,1,1,871
267933,1,Studio / 1 ba,0,1,562
267933,2,1 bd / 1 ba,1,1,680
267933,3,,2,2,1034
267933,4,,0,2,816
267933,5,,1,2,1149
267933,6,Studio / 2 ba,0,2,1236
267933,7,1 bd / 2 ba,1,2,1019
267933,8,Studio / 2 ba,0,2,817
267937,1,A,1,1,611
267937,2,The Reserve @Elevate,1,1,619
267937,3,The Classic @Elevate,2,1,631
267937,4,The Signature @Elevate,2,1.5,1280
267937,5,The Estate @Elevate,2,1,1159
267937,6,The Deluxe @Elevate,2,1,979
267937,7,The Heritage @Elevate,3,2,1275
267937,8,Studio,0,1,1120
267958,1,S1,0,1,397
267958,2,S1.1,0,1,398
267958,3,S2,0,1,414
267958,4,S3,0,1,435
267958,5,S4,0,1,437
267958,6,S5,0,1,445
267958,7,S6,0,1,468
267958,8,A1,1,1,514
267958,9,JA1,1,1,533
267958,10,A2,1,1,539
267958,11,A2.1,1,1,541
267958,12,B1 DEN,1,1,879
267962,1,S1,0,1,528
267962,2,S2,0,1,725
267962,3,S2M,0,1,873
267962,4,A1,1,1,680
267962,5,A2,1,1,746
267962,6,A3,1,1,786
267962,7,A3a,1,1,791
267962,8,A4,1,1,1099
267962,9,B1,2,2,1055
267962,10,B2,2,2,1126
267962,11,B3,2,2,1253
